"Sanitary Napkin Disposal Bags",HOS-NEC-500,"Hospital Specialties Sanitary Napkin Disposal Bags<br><em>(500 bags per case)</em><br><strong>Regular Price: $60.20<br><font color=""#FF0000"">Sale Price: $50.15</font></strong><br><br>&#13;
These Hospital Specialties Necessities Courtesy Bags are used for <a href=""http://www.cleanfreak.com/Qstore/p002276.htm"">sanitary napkin</a> disposal. They come packed 500 per case and are printed white bags for courteous, discreet disposal of individual sanitary napkins. Each bag is 3"" wide x 2"" deep x 8"" high, and can hold a single tampon, pad or <a href=""http://www.cleanfreak.com/Qstore/p002274.htm"">panty liner</a>. A great alternative to offer your restroom user, so they are not tempted to flush their sanitary napkin down the toilet.<br><br>&#13;
These plus other restroom cleanliness options can be found in our <a href=""http://www.cleanfreak.com/Qstore/c000062.htm"">sanitary supplies</a> section."
"Bay West Eco-Soft Facial Tissue",WAU-130,"Bay West EcoSoft (00130) Soft Facial Tissues <br><em>(30 boxes of 100 tissues per case)</em><br><strong>Regular Price: $34.95<br><font color=""#FF0000"">Sale Price: $28.65</font></strong><br><br>&#13;
These Bay West EcoSoft double ply tissues are 8"" x 8"" and come 100 per box, and 30 boxes per case. They are a premium tissue with great absorbency and softness. It is made from 100% recycled fibers, and meets EPA guidelines with 10% post-consumer waste. Great for your nose, as well as the environment. Take a look at the rest of our <a href=""http://www.cleanfreak.com/Qstore/c000047.htm"">Bay West restroom facial tissues</a> for other options. <br><br><strong><u><font color=""#0000FF"">Features:</font></u></strong><br>&#13;
· Premium softness for the most sensitive noses.<br>&#13;
· Highly absorbent 2-ply tissue, made entirely from recycled fibers.<br>&#13;
· Attractive packaging for hotel guest rooms or businesses."
"Urinal Screen with Para Block",LAG-KRY-PBS,"Urinal Screen with Para Block<br><em>(12 urinal screens per case)</em><br>&#13;
· Scent: Cherry<br><strong>Regular Price: $27.95<br><font color=""#FF0000"">Sale Price: $23.42</font></strong><br><br>&#13;
Works around the clock to ensure odor-free toilets. Para block provides effective deodorizing for up to 30 days. Our deodorizing <a href=""http://www.cleanfreak.com/Qstore/c000061.htm"">urinal blocks and screens</a> help prevent clogged drains and release fragrances with each flush."
"Optimal Wet Look Floor Finish",NYC-N151-G2,"Trusted Clean Optimal Wet Look Floor Finish<br><em>(2 gallons per case)</em><br>&#13;
· 22% solids<br><strong>Regular Price: $53.52<br><font color=""#FF0000"">Sale Price: $39.36</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-optimal-floor-finish.pdf"" target=""_blank"">Optimal Wet Look Floor Finish MSDS sheet</a>.</font></strong><br><br>&#13;
Trusted Clean's Optimal Wet Look Floor Finish is the best of all our <a href=""http://www.cleanfreak.com/Qstore/c000009.htm"">floor finish waxes</a> for 'optimal' gloss in heavy traffic settings. A beautiful wet-look gloss can be maintained using traditional spray buffing or with repeated high speed burnishing programs. Easy to apply, superb leveling and fast dry times allow for rapid recoats. Optimal is an excellent choice for use in schools, super markets, health care facilities, hospitals, office buildings and any industrial setting due to its superior Resistance to marking and soil discoloration.<br><br>&#13;
We offer complete instructions on <a href=""http://www.cleanfreak.com/procedures/applying-floor-finish.htm"">how to properly apply floor finish</a> and <a href=""http://www.cleanfreak.com/procedures/burnishing-a-floor.htm"">proper burnishing procedures</a> for those who are new to high shine floor finish care.<br><br><font color=""#0000FF""><strong><u>Specifications:</u></strong></font><br><strong>Coverage:</strong> 2,000 to 2,500 ft²/gallon<br><strong>Solids:</strong> 22%<br><strong>Case:</strong> 2 gallons"
"Deb Ultra Wash Ink & Paint Hand Soap",DEB-ULT2LT-ULT2LDP,"Deb® Ultra Wash Ink &amp; Paint Hand Soap<br><em>(4 - 2 liter cartridges per case)</em><br>&#13;
· Removes paints, inks, resins &amp; adhesives<br>&#13;
· <strong>FREE</strong> mountable dispenser w/ each case<br><strong>Regular Price: $70.80<br><font color=""#FF0000"">Sale Price: $50.56</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/deb-ultra-wash.pdf"" target=""_blank""><em>Deb</em> Ultra Wash MSDS sheet</a>.</font></strong><br><br><em>Deb</em> Ultra Wash is a specialized hand cleaner that utilizes dibasic esters and cornmeal scrub for removing paints, inks, resins, and adhesives. It can be used as many times as needed throughout the day without drying out your hands because of the built in moisturizer. Each cartridge contains 2 liters of Ultra Wash soap, and id ultrasonically sealed, non-vented, and fully recyclable (HDPE Type 2).<br><br><img src=""http://www.cleanfreak.com/Qimages/deb-ultra-wash-dispenser.jpg"" align=""right"" alt=""FREE Deb® Ultra Wash 2 liter dispenser"" title=""FREE Deb® Ultra Wash 2 liter dispenser"">Each case, which is four 2 liter cartridges, comes with a <strong>FREE</strong> mountable dispenser. The dispenser is coated with a BioCote protection, guaranteeing it for life. It also features an illustrated demonstration on the front of it on how to use the soap and encourage best hand washing procedures.<br><br>&#13;
For a similar product in smaller sizes, please take a look at our Stoko Reduran ink removing hand soap, which can be found, along with this product, in our <a href=""http://www.cleanfreak.com/Qstore/c000007.htm"">hand soaps and body shampoos</a> category.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· Removes alkyd and acrylic based paints, resins, adhesives, lacquers, sealants, varnishes, most inks and dyes and most other print and paint shop contaminants.<br>&#13;
· Manufactured and labeled in compliance with the Federal Food, Drug, and Cosmetic Act.<br>&#13;
· All cartridge components and packaging are recyclable while formulations are biodegradable.<br>&#13;
· Formulation assessed by a toxicologist and declared to be safe for use.<br>&#13;
· Dermatologist tested and classified as a non-irritant."
"Clear View All Purpose Glass Cleaner",NYC-N922-Q12,"Trusted Clean Clear View V.O.C. Free Environmentally Friendly Glass Cleaner<br><em>(12 quarts per case)</em><br>&#13;
· DFE approved by the EPA<br><strong>Regular Price: $47.52<br><font color=""#FF0000"">Sale Price: $34.92</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-clear-view-voc-free.pdf"" target=""_blank"">Clear View V.O.C. Free Glass Cleaner MSDS sheet</a>.</font></strong><br><br>&#13;
Clear View is a V.O.C. free (no Volatile Organic Compounds) cleaning solution for windows, metal, plastic, fiberglass, and plexiglas surfaces. It is an excellent streak free cleaning solution that contains no ammonia or solvents. You can have complete confidence when using this glass cleaner, it is completely safe! It will not eat at the seals of window panes, and leaves surfaces streak free, including plexiglas. With the DFE (Designed For the Environment) approval from the EPA, you not only get a highly effective glass cleaner, but you also get one that is made with safer chemistry and is environmentally friendly.<br><br>&#13;
Clear View is great for use in any spray &amp; wipe, or bucket/squeegee procedures, because it dries quickly with a minimum of wiping. Take a look at our other <a href=""http://www.cleanfreak.com/Qstore/c000017.htm"">restroom glass cleaners</a> for more options. We also have a few <a href=""http://www.cleanfreak.com/Qstore/c000228.htm"">wipeless window washing systems</a>, that are great for taller buildings, because they require no drying procedure."
"Swipe It - All Purpose Surface Cleaner",NYC-NL212-Q12,"Nyco Swipe It All Purpose Cleaner<br><em>(12 quarts per case)</em><br>&#13;
· Almond scent<br><strong>Regular Price: $40.08<br><font color=""#FF0000"">Sale Price: $29.52</font></strong><br><br><strong><font color=""#0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/nyco-swipe-it-cleaner-msds.pdf"" target=""_blank"">Swipe It All Purpose Cleaner MSDS sheet</a>.</font></strong><br><br>&#13;
  A multi-surface ready-to-use all purpose cleaner that cuts through the toughest soils, grease, and scum. Nyco's Swipe It  contains powerful emulsifiers for tough cleaning jobs. Free-rinsing, safe and almond smelling formula. Economical and very versatile for use anywhere that quick surface cleaning is required. Spray on, wipe off, ready to use formulation makes cleaning any surface easy.<br><br> &#13;
  Swipe It is great for using on walls, counters, chrome, fiberglass, grills, stoves, and other hard surfaces. We recommend testing this chemical on all surfaces before cleaning entire area. You can find this product in our <a href=""http://www.cleanfreak.com/Qstore/c000003.htm"">all purpose cleaners</a> section.&#13;
"
"Unique Fresh Cut Flower Scent Deodorizer",NYC-N737-Q12,"Trusted Clean Unique Liquid Deodorizer<br><em>(12 quarts per case)</em><br>&#13;
· Scent: Fresh Cut Flowers<br><strong>Regular Price: $71.76<br><font color=""#FF0000"">Sale Price: $52.80</font></strong><br><br><strong><font color=""#0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/tc-unique.pdf"" target=""_blank"">Unique Liquid Deodorizer MSDS sheet</a>.</font></strong><br><br>&#13;
One of our multiple <a href=""http://www.cleanfreak.com/Qstore/c000035.htm"">odor counteracting deodorizers</a>. This particular one has a fresh cut bouquet fragrance lasts for hours after cleaning. The perfect odor counteractant stops odors at their source. Safe to use, will not harm hard surfaces. Safe, non-toxic, biodegradable and non-flammable. Ideal for mop water and carpet cleaning solutions. Can also be misted directly into the air."
"Big D 687 Non-Para Urinal Screen Block",BIG-687,"Urinal Screen with Non-Para Block<br><em>(12 urinal screens per case)</em><br>&#13;
· Scent: Cinnamon <br><strong>Regular Price: $28.95<br><font color=""#FF0000"">Sale Price: $20.25</font></strong><br><br><strong><font color=""#0000ff"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/bigd-non-para-urinal-block-screen.pdf"" target=""_blank"">Non-Para Urinal Block &amp; Screen MSDS sheet</a>.</font></strong><br><br>&#13;
This extra heavy duty screen protects urinal from debris while non-para block cleans and deodorizes. Designed to last 30 days, or 1,000 flushes. For other para, and non-para options, take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000061.htm"">urinal blocks and screens</a>."
"Clorox MRSA Disinfectant for Health Care",SAA-5242077,"Clorox® Germicidal Spray MRSA Disinfectant<br><em>(Effective against MRSA &amp; HIV-1!)</em><br>&#13;
· 9 quarts per case<br><strong>Regular Price: $104.31<br><font color=""#FF0000"">Sale Price: $89.37</font></strong><br><br><strong><font color=""0000FF"">Click here for a copy of the <a href=""http://www.cleanfreak.com/MSDS/clorox-mrsa-spray-msds.pdf"" target=""_blank"">Clorox MRSA Disinfectant Spray MSDS sheet</a>.</font></strong><br><br>&#13;
Clorox® Germicidal Spray is one of our <a href=""http://www.cleanfreak.com/Qstore/c000055.htm"">ready-to use hospital grade disinfectants</a>, and is part of the trusted Clorox family of disinfecting products. Effective against a wide range of microorganisms and engineered to meet the disinfecting needs of today's busy healthcare professionals. Fast and effective, contact time is 30 seconds for this spray to effectively kill most bacteria (see product label for individual contact times).<br><br><a href=""http://www.cleanfreak.com/Qstore/p001919.htm"">Clorox®  Germicidal Wipes</a> and Germicidal Spray provide real-world kill and contact times, and convenient application methods. They both carry a one-year shelf-stable, and are bleach based formulas. EPA registered product. Always read and follow precautions and usage directions before using cleaning products. Always store cleaning products out of reach of children.<br><br><font color=""#0000FF""><strong><u>Kill claims for over 30 different microorganisms, including:</u></strong></font><br>&#13;
· <strong>MRSA</strong> (<a href=""http://en.wikipedia.org/wiki/Methicillin-resistant_Staphylococcus_aureus"" target=""_blank"">Methicillin-resistant Staphylococcus aureus</a>) - Potentially deadly drug resistant bacteria often referred to as (SUPERBUG)<br>&#13;
· <strong>HIV-1</strong> (<a href=""http://en.wikipedia.org/wiki/HIV"" target=""_blank"">Human immunodeficiency virus</a>)<br>&#13;
· <strong>Golden Staph</strong> (<a href=""http://en.wikipedia.org/wiki/Staphylococcus_aureus"" target=""_blank"">Staphylococcus aureus</a>)<br>&#13;
· <strong>Strep Throat</strong> (<a href=""http://en.wikipedia.org/wiki/Streptococcus_pyogenes"" target=""_blank"">Streptococcus pyogenes</a>)<br>&#13;
· <strong>Pneumonia</strong> (<a href=""http://en.wikipedia.org/wiki/Streptococcus_pneumoniae"" target=""_blank"">Streptococcus pneumoniae</a>)<br>&#13;
· <strong>MDRAB</strong> (<a href=""http://en.wikipedia.org/wiki/Acinetobacter_baumannii"" target=""_blank"">Acinetobacter baumannii</a>)<br>&#13;
· <a href=""http://en.wikipedia.org/wiki/E._coli"" target=""_blank"">E. Coli</a><br>&#13;
· <a href=""http://en.wikipedia.org/wiki/Pseudomonas_aeruginosa"" target=""_blank"">Pseudomonas aeruginos</a><br><br>&#13;
These claims make Clorox® Germicidal Spray even more suitable for use in health clubs, exercise gyms, schools, nursing homes, hospitals, shelters, police/fire departments, first responders, transportation, veterinary, industry, and institutions. For other options, please take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000249.htm"">disinfectant wipes</a>, if a spray just does not fit your needs."
