"Brute Trash Can Dolly",LAG-RCP2640BLA,"Rubbermaid Brute Trash Can Dolly<br><em>(Fits all Brute trash cans)</em><br><strong>Regular Price: $62.36<br><font color=""#FF0000"">Sale Price: $49.10</font></strong><br><br>&#13;
This trash can dolly is made specifically to fit on the bottom of our <a href=""http://www.cleanfreak.com/Qstore/p000039.htm"">32</a>, <a href=""http://www.cleanfreak.com/Qstore/p000042.htm"">44</a>, and <a href=""http://www.cleanfreak.com/Qstore/p000041.htm"">55 gallon Rubbermaid Brute trash containers</a>. Not only will this dolly make transporting your trash can a breeze, but it will also eliminate any possible dragging that could damage your floors. It is a must for anyone purchasing one of the larger trash cans due to the amount of waste they can hold, making it nearly impossible to move without a dolly.<br><br>&#13;
For smaller sized container, take a look at our full line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash cans</a>. This dolly can be found in our larger <a href=""http://www.cleanfreak.com/Qstore/c000270.htm"">trash can lids &amp; accessories</a> category."
"Lobby Dust Pan Broom",LAG-RCP6374,"Lobby Dust Pan Broom<br><em>(polypropylene bristles for fine sweeping)</em><br><strong>Regular Price: $9.20<br><font color=""#FF0000"">Sale Price:$7.56</font></strong><br><br>&#13;
This lobby dust pan broom is ideal for cleaning and sweeping in hard to reach areas. It works very well in combination with our <a href=""http://www.cleanfreak.com/Qstore/p000046.htm"">lobby dust pan</a>, or our <a href=""http://www.cleanfreak.com/Qstore/p000069.htm"">plastic dust pan</a>. The polypropylene fill bristles are great for sweeping fine debris duch as dirt and dust. It is cut and shaped for easy sweeping. If this is not the type of broom you're looking for, please take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000024.htm"">brooms &amp; dust pans</a>, where we have other ""corn"" style brooms, and dust pans."
"Heavy Duty Steel Dust Pan",CON-715,"Heavy Duty Metal Dust Pan<br><em>(Ribbed &amp; powder coated for extra strength)</em><br><strong>Regular Price: $7.99<br><font color=""#FF0000"">Sale Price: $5.38</font></strong><br><br>&#13;
This highly durable metal dust pan is manufactured with a thinner front edge for improved dirt pick up, and is ribbed for added strength, which makes it more durable than some of our other <a href=""http://www.cleanfreak.com/Qstore/c000024.htm"">dust pans</a>. It is twelve inches wide for an extra wide coverage path, and it is powder coated for longer life. The metal dust pan works exceptionally well with our <a href=""http://www.cleanfreak.com/Qstore/p001969.htm"">yellow corn sweeeping broom</a>."
"Lobby Dust Pan - Black",LAG-RCP2531,"Lobby Dust Pan<br><em>(Recovers debris and keeps it contained)</em><br><strong>Regular Price: $22.76<br><font color=""#FF0000"">Sale Price: $18.29</font></strong><br><br> &#13;
This lobby dust pan is perfect for unobtrusive spot cleaning without bending. It incorporates a thicker wall section for extra abrasion resistance and durability. It is also counter-weighted so it automatically shifts to an upright position when lifted, helping to avoid spills. Made from 100% post-consumer recycled material. Great when used in combination with our <a href=""http://www.cleanfreak.com/Qstore/p000044.htm"">lobby dust pan broom</a>, or any one of our other <a href=""http://www.cleanfreak.com/Qstore/c000024.htm"">corn brooms</a>."
"Slim Jim Container Soft Wastebasket",LAG-RCP3540GRA,"Rubbermaid Slim Jim Container Soft Wastebasket<br><em>(23 gallon trash container)</em><br><strong>Regular Price: $62.95<br><font color=""#FF0000"">Sale Price: $45.80</font></strong><br><br>&#13;
The Rubbermaid Slim Jim container is a soft waste basket used primarily in the home and office settings. It can also been known to be used in the commercial arena for places like fast food restaurants at the end of an assembly line, or in a butcher shop. Since it is a 23 gallon container, which measures out at 11"" W x 20"" L x 30"" H, it holds our <a href=""http://www.cleanfreak.com/Qstore/p002232.htm"">33 gallon FDA garbage bags</a> perfectly. With the FDA approved bags, you can safely dispose of food and food grade materials. The Slim Jim container can than be washed out and sanitized with some of our <a href=""http://www.cleanfreak.com/Qstore/c000236.htm"">food grade sanitizing wipes &amp; solutions</a>.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· Durable and crack resistant in both indoor and outdoor conditions.<br>&#13;
· Perfect for tight spots in hotel lobbies, restrooms, shopping malls, restaurants and snack areas.<br>&#13;
· 23 gallon Rubbermaid Slim Jim trash container is easily washed out and ready for immediate use.<br>&#13;
· Large handles are located high on the container for increased leverage when lifting."
"Black Waste Basket - Medium (28-1/8 qt.)",SAA-2030506,"Rubbermaid Black Medium Waste Basket<br><em>(7 gallon trash container)</em><br><strong>Regular Price: $6.45<br><font color=""#FF0000"">Sale Price: $7.80</font></strong><br><br>&#13;
This soft waste basket from Rubbermaid is the perfect to any office setting because of it's low profile, squat design. Typically in an office setting, you'll have a cleaning crew come through once a week and empty your garbage. This black waste basket is perfect for that type of environment. Our <a href=""http://www.cleanfreak.com/Qstore/p000344.htm"">high density 10-15 gallon trash bags</a> are the perfect match for this container, because they are inexpensive and come 1000 per case.<br><br>&#13;
For more options, including the <a href=""http://www.cleanfreak.com/Qstore/p000053.htm"">Rubbermaid Slim Jim wastebasket</a>, please take a look at our full line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">recycle &amp; trash bins</a>.<br><br><strong><u><font color=""#0000FF"">Features:</font></u></strong><br>&#13;
· Rubbermaid provides space efficiency and unmatched economical value.<br>&#13;
· Rolled rims provide durability and are extremely easy to clean.<br>&#13;
· All plastic construction doesn't leave the risk of the waste basket chipping, rusting or denting.<br>&#13;
· Black, 28-1/8 quart medium waste basket measures out to about 7 gallons of trash storage."
"Tilt Truck, Utility Duty Cart",SAA-5261669,"Rubbermaid Utility Duty Black Tilt Truck<br><em>(470 gallon trash container)</em><br><strong>Regular Price: $749.98<br><font color=""#FF0000"">Sale Price: $602.65</font></strong><br><br>&#13;
Rubbermaid specially this utility duty tilt truck  to handle bulky, medium to heavy-weight materials. The 62.5 ft³  capacity is equal to 470 gallons, 1 cubic yard, or the equivalent to just over 8 of our <a href=""http://www.cleanfreak.com/Qstore/p000041.htm"">55 gallon Rubbermaid Brute trash containers</a>. With a weight limit of 750 pounds, you can load this tilt truck cart to the brim and still easily maneuver it through doorways and elevators. The smooth interior and exterior surfaces resist pitting over time and are easily cleaned with one of our <a href=""http://www.cleanfreak.com/Qstore/power-washers.htm"">power washers</a>, or by hand. We have a similar, but smaller <a href=""http://www.cleanfreak.com/Qstore/p001815.htm"">Blue Recycling Tilt Truck - 5/8 cubic yd</a> available in our <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash &amp; recycling bins</a> category.<br><br><br><strong><u><font color=""#0000FF"">Features:</font></u></strong><br> &#13;
· Sturdy, plastic construction weighs much less than metal.<br>&#13;
· Easy to handle and maneuver through doorways and elevators.<br>&#13;
· Constant force design allows for even, controlled dumping by one person.<br>&#13;
· Inset wheels protect walls, fixtures and patrons, as well as making it easy to maneuver, even with a full load.<br>&#13;
· Smooth surface is easy to clean and resists pitting and corroding.<br>&#13;
· Optional domed lids available upon request.<br>&#13;
· Dimensions: 72 1/4"" L x 33 1/2"" W x 43 3/4"" H."
"Plastic 13-5/8 qt. Waste & Trash Basket",CON-1358,"Continental 13-5/8 qt. Waste &amp; Trash Basket<br><em>(3.5 gallon trash container)</em><br><strong>Regular Price: $7.58<br><font color=""#FF0000"">Sale Price: $5.86</font></strong><br><br>&#13;
Continental makes one of our most economical and durable <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash cans</a> that we have to offer. will stand up to years of rugged use. If this model is too small for you, we also have a <a href=""http://www.cleanfreak.com/Qstore/p000057.htm"">28-1/8 qt. square</a>, and a <a href=""http://www.cleanfreak.com/Qstore/p000058.htm"">41-1/4 qt. office trash can bucket</a> available in this style. We offer five colors (beige, black, brown, gray &amp; green), which will fit into any office decor. This popular item is sleek, durable, and value priced for big savings.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 13-5/8 quart size office waste &amp; trash basket.<br>&#13;
· Low profile and sleek design available in different colors for every environment.<br>&#13;
· Easy clean-up in a convenient size.<br>&#13;
· Ideal for office, classrooms or commercial applications.<br>&#13;
· One of our most popular sellers."
"28-1/8 Quart Square Wastebasket",CON-2818,"Continental 28-1/8 qt Waste Basket<br><em>(7 gallon trash container)</em><br><strong>Regular Price: $7.52<br><font color=""#FF0000"">Sale Price: $6.22</font></strong><br><br>&#13;
Never before has one of our quality <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash cans</a> been offered at such an economical price! This quality Continental wastebasket will stand up to years of rugged use, and offers easy clean up for any office setting. Being such a popular and sleek item allows this waste basket to fit into any type of setting including health care facilities, offices, and schools. It is value priced for big savings.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 28-1/8 quart size waste basket.<br>&#13;
· Low profile and sleek design.<br>&#13;
· Commercial plastic waste basket for easy clean-up.<br>&#13;
· Ideal for office, classrooms or commercial applications.<br>&#13;
· One of our most popular sellers."
"Office Trash Can Bucket",CON-4114,"Continental 41-1/4 qt. Office Trash Can Bucket<br><em>(10 gallon trash container)</em><br><strong>Regular Price: $14.52<br><font color=""#FF0000"">Sale Price: $12.02</font></strong><br><br>&#13;
This low profile, sleek, and attractive Continental trash can bucket offers a quality product that will stand up to years of rugged use. It is a slightly over sized 10 gallon container that is perfect for any office setting. We offer four choices of color to fit any office decor, classroom, commercial, or institutional setting. The colors available are beige, black, brown, gray and green. This popular item is value priced for big savings!<br><br>&#13;
If you are looking for a different sized trash can bucket, we have a <a href=""http://www.cleanfreak.com/Qstore/p000056.htm"">13-5/8 qt.</a> and a <a href=""http://www.cleanfreak.com/Qstore/p000057.htm"">28-1/8 qt. square wastebasket</a> available in our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">garbage cans</a>. Our <a href=""http://www.cleanfreak.com/Qstore/p000344.htm"">10-15 gallon high density can liners</a> fit this trash can perfectly.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 41-1/4 quart size.<br>&#13;
· Low profile and sleek design.<br>&#13;
· Easy clean-up, which is perfect for an office setting.<br>&#13;
· Ideal for office, classrooms or commercial applications.<br>&#13;
· One of our most popular sellers."
"Round Top Gray Wastebasket",CON-1305,"Continental Round Top Gray Wastebasket<br><em>(18 gallon eye appealing trash container)</em><br><strong>Regular Price: $204.80<br><font color=""#FF0000"">Sale Price: $139.56</font></strong><br><br>&#13;
This new design from Continental is extremely heavy-duty. Built to withstand outdoor or severe commercial service. Perfect for outdoor lunch areas, parks or any other application in which a quality eye appealing receptacle is required. Comes in several different color styles to fit seamlessly into any environment. With absolutely no metal parts, these wastebaskets are also safe for secure areas in hospitals or prison systems where safety is a concern.<br><br>&#13;
The Continental round top wastebaskets are designed to contain and extinguish a fire, assuring safety in all buildings and environments. Removable top allows easy access to remove the <a href=""http://www.cleanfreak.com/Qstore/c000069.htm"">garbage bags</a> located inside. Unique ""key-way"" notch secures poly-liners with no clumsy straps to snag liners. Weather-proof design allows for outside use with confidence that everything inside will not become drenched.<br><br>&#13;
For more wastebasket options, please take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash &amp; recycling bins</a>. Or for something similar, but with a little more size, we also have a <a href=""http://www.cleanfreak.com/Qstore/p000060.htm"">Rubbermaid Round Top trash container</a>.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 18 gallon size contains a vast of trash for removal at regular intervals.<br>&#13;
· No metal parts to rust or corrode.<br>&#13;
· Factory Mutual System approved for fire safety.<br>&#13;
· Molded bottom collar to secure unit by cable or chain<br>&#13;
· Weather-proof design allows for outdoor use.<br>&#13;
· Built-in lock ring secures top from theft or high winds."
"Rubbermaid Round Top Trash Container",SAA-2200725,"Rubbermaid 25 Gallon Round Fire-Retardant Trash Container<br><em>(25 gallon trash container)</em><br><strong>Regular Price: $190.50<br><font color=""#FF0000"">Sale Price: $163.35</font></strong><br><br>&#13;
This black Rubbermaid 25 gallon fire-retardant trash container is made from fiberglass, and approved by the California State Fire Marshal (CSFM) for fire safety. Includes retainer hardware for securing and concealing trash liner bags. Textured finish helps minimize appearance of surface scratches. Built to withstand outdoor or severe commercial service. Perfect for outdoor lunch areas, parks or any other application in which a quality receptacle is required.<br><br>&#13;
Take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">recycling &amp; trash receptacles</a>, which includes a more economical  <a href=""http://www.cleanfreak.com/Qstore/p000059.htm"">round top wastebasket</a>, for other options.<br><br><font color=""#0000FF""><b><u>Specifications:</u></b></font><br>&#13;
· 25 gallon trash container which measures out to 42"" tall with a 18"" diameter. <br>&#13;
· No metal part to rust or corrode in an indoor or outdoor environment. <br>&#13;
· Factory Mutual System &amp; California State Fire Marshall approved for fire safety.<br>&#13;
· Weather-proof design allows for outside use.<br>&#13;
· Built-in lock ring secures top from theft or high winds.<br>&#13;
· Black or beige container manufactured from fire-retardant fiberglass."
"32 Gallon Huskee Garbage Can",CON-3200GY,"32 Gallon Continental Huskee Garbage Can<br><em>(32 gallon trash container)</em><br><strong>Regular Price: $51.14<br><font color=""#FF0000"">Sale Price: $28.40</font></strong><br><br>&#13;
A Continental 32 gallon Huskee garbage can now comes with bag cinch, which eliminates the need to tie knots in the can liner to keep it secure around the receptacle rim!  The <a href=""http://www.cleanfreak.com/Qstore/p000838.htm"">32 gallon lid top</a> is sold separately, but is an absolute must for commercial use. Not only can this 32 gallon container be used for trash collection, but it also a great can for glass bottles, aluminum cans, and plastic bottles. It is not the best option that we have for aluminum cans, that would be the <a href=""http://www.cleanfreak.com/Qstore/p002299.htm"">aluminum pop can recycling container</a> we have to offer. The 32 gallon size makes both of these containers  easy to pick up and maneuver or dump.<br><br>&#13;
Take a look at our complete line of <a href=""http://www.cleanfreak.com/Qstore/c000023.htm"">trash cans &amp; recycling bins</a> for more options. Other accessories available for this 32 gallon garbage can are the <a href=""http://www.cleanfreak.com/Qstore/p002297.htm"">trash can caddy bag</a> and the <a href=""http://www.cleanfreak.com/Qstore/p000065.htm"">Continental trash can dolly</a>.<br><br><strong>*Note:</strong> Please call us if you are ordering this item in bulk, as we can typically help out on the freight costs for larger quantity purchases.<br><br><font color=""#0000FF""><strong><u>Features:</u></strong></font><br>&#13;
· 32 gallon size makes it extremely easy to maneuver this garbage can.<br>&#13;
· Meets all OSHA requirements for commercial refuse disposal.<br>&#13;
· Ideal for industrial trash removal applications.<br>&#13;
· 28"" height, 22"" inside top diameter, 17"" inside bottom diameter."
